timestamp,density,avg_speed,vehicle_count,accidents
0,180,82.80142881223189,588,0
1,158,84.42796819666862,661,0
2,328,72.23555005374065,87,0
3,250,89.59493046668321,477,0
4,103,28.946855943801012,773,0
5,450,25.063794145783252,421,0
6,411,23.873877596649255,91,0
7,423,39.56361412294192,140,0
8,226,6.046095059544845,318,0
9,131,45.20467668358226,529,0
10,329,39.046175272830865,174,0
11,338,50.433415406533705,733,0
12,367,40.77259087891292,635,0
13,424,10.474049042444292,293,0
14,52,66.66755915977524,488,0
15,69,5.151714568312895,12,0
16,413,69.24666849464028,460,0
17,125,73.2438767586983,620,0
18,111,39.740934173469974,436,0
19,330,19.167909692796886,327,0
20,224,64.29901218129746,502,0
21,204,19.936640044034938,325,0
22,14,82.34318423958332,1,0
23,469,15.629200260049927,57,0
24,14,65.3981999914287,120,0
25,14,39.57721507715652,233,0
26,214,33.37412953605744,793,0
27,182,53.19235779672451,94,0
28,130,41.72398611496085,149,0
29,220,48.1521739620046,631,0
30,58,69.45223923306303,183,0
31,288,49.38488514451407,784,0
32,232,35.51647337046302,463,0
33,101,85.31510209780119,585,0
34,99,87.01290220467875,341,0
35,24,39.41536235102769,206,0
36,203,31.070814330849828,635,0
37,280,64.6170306561288,553,0
38,328,14.158834126728728,276,0
39,287,6.61316899817871,76,0
40,151,47.38374763772888,394,0
41,85,15.410165391611597,683,1
42,65,36.89608024328846,390,0
43,364,44.25527333011571,407,0
44,75,7.583143473992129,620,0
45,10,78.34118577943838,718,0
46,454,41.302873135345955,614,0
47,373,65.16884181922794,563,0
48,341,44.40871467650271,476,0
49,475,77.14539202610896,595,0
50,433,64.60963344305549,374,0
51,59,10.33876477911112,351,0
52,358,9.664272079848264,319,0
53,307,46.63146541713151,522,0
54,375,16.407277446035305,8,0
55,128,36.356581513154126,30,0
56,409,89.55549359337027,749,0
57,104,58.30829372982195,544,0
58,11,50.520309234798354,416,0
59,488,49.384510619672426,660,0
60,315,57.559721755705205,220,0
61,464,22.90634268509179,63,0
62,244,24.961722886066926,446,0
63,427,76.65571679885733,288,0
64,225,45.119446182457715,456,0
65,304,27.297068185524694,742,0
66,115,19.433772782543606,534,0
67,65,78.33903222127753,223,0
68,27,76.1592885463624,398,0
69,103,59.85674725110735,9,0
70,77,27.40229036538346,48,0
71,243,58.20807700835511,737,1
72,247,70.32035827509097,688,0
73,277,45.299357534763466,462,0
74,61,86.07132725873849,17,0
75,180,34.08872329489096,452,0
76,217,51.12910994813457,326,0
77,38,80.50357271786864,383,0
78,223,21.188166770116492,352,0
79,378,37.74059724353831,792,0
80,178,35.69353513322782,191,0
81,206,57.69520750591845,164,0
82,375,52.8445799419259,158,0
83,279,60.011066586023155,21,0
84,238,85.90649845456072,393,0
85,191,51.535189902750425,373,0
86,444,17.95916920847835,46,0
87,335,88.58092469684084,559,0
88,470,28.22064340451119,41,0
89,266,34.44438527561577,399,0
90,426,37.37951955561663,226,0
91,478,65.6153067101135,655,0
92,235,40.853238641232025,637,0
93,58,20.33345126545125,184,0
94,464,51.954833303803845,368,0
95,494,38.56044277138836,430,0
96,484,84.35727348813542,269,0
97,263,75.86341782191728,78,0
98,305,33.9421738680969,114,0
99,353,41.24150708311919,667,0
100,200,47.80970031410766,273,0
101,344,67.3995082472988,395,0
102,353,63.704613564389,13,0
103,28,86.83785022219132,423,0
104,312,54.413229883200685,10,0
105,495,17.34327555969582,219,0
106,39,43.63918509410868,68,0
107,71,9.331639061866786,204,0
108,32,37.96875939902314,729,0
109,274,77.91173618728789,590,0
110,75,29.240318699940076,213,0
111,115,56.332290292061764,774,0
112,450,38.13008443745669,709,0
113,430,61.35704897923968,400,0
114,164,11.528742318635306,694,0
115,346,23.36023869112297,612,0
116,66,41.056150620884985,639,0
117,143,35.384895436344735,430,0
118,387,84.48777363969616,568,0
119,262,26.461408756559432,544,0
120,0,54.47085694872543,349,0
121,0,60.23445417265628,651,0
122,101,30.265722038487798,402,0
123,17,24.182678894770994,199,0
124,433,53.54353938053086,357,0
125,470,89.38222013940648,720,0
126,60,86.5474414157637,218,0
127,363,11.09045592113132,437,0
128,119,86.55151918015598,38,0
129,263,87.17116734790461,11,0
130,112,25.629676104869944,170,0
131,240,25.910271607587894,200,0
132,467,41.74170467435728,101,0
133,26,34.23177530973253,702,0
134,47,41.797551937866544,7,0
135,432,85.7626768729764,95,1
136,348,29.739335781156978,434,0
137,102,77.96632628408256,369,0
138,380,5.917822056170755,793,0
139,143,27.65222200679132,300,0
140,471,31.869993299923024,699,0
141,428,16.236976299851587,78,0
142,202,57.01217217420239,372,0
143,128,48.19032345985728,616,0
144,35,41.259568664608686,443,0
145,322,48.84397802644948,137,0
146,427,57.81705683122154,725,0
147,341,27.39084909637735,745,0
148,496,14.696911357648453,66,0
149,130,85.51786924709107,220,0
150,105,75.94520811608875,450,0
151,145,85.33042843000564,107,0
152,340,60.58918123975702,795,0
153,9,17.725046920616222,76,0
154,76,44.014730632003115,66,0
155,20,13.860626068855899,468,0
156,402,51.85763314306192,656,0
157,417,81.43128790791663,526,0
158,184,67.9546155942601,97,0
159,75,68.28407630954501,528,0
160,162,37.32497253456254,77,0
161,87,16.7946501427803,697,0
162,156,37.76999452892364,144,0
163,171,11.652029158248077,387,0
164,66,23.497012487469046,739,0
165,235,5.1499824695869565,468,0
166,133,53.95987141193252,78,0
167,496,26.04400940149996,595,0
168,58,27.25950376635848,62,0
169,9,71.37731925931001,517,0
170,18,29.24992595417168,608,0
171,272,68.46820262802737,360,0
172,306,9.53931486536942,203,0
173,203,59.17989446627327,94,0
174,200,62.66578613915528,505,0
175,441,61.289143576662326,457,0
176,478,79.80903904007748,619,0
177,157,10.589648403156996,198,0
178,106,16.92927137966406,778,0
179,128,47.045118129203395,534,0
180,311,26.712175989338547,592,0
181,176,89.15798729315557,281,0
182,33,85.37954929784726,713,0
183,332,60.84563310248076,726,0
184,442,13.100640237883471,772,0
185,480,38.93741742674285,522,0
186,74,67.00690491891643,245,0
187,27,85.59427893700224,296,1
188,292,71.41196120814894,353,0
189,21,62.388536728659865,407,0
190,93,41.91559732576139,366,0
191,199,10.087483714026035,263,0
192,439,48.15938669058683,488,0
193,4,77.32337239362714,321,0
194,143,37.57112391996278,358,0
195,98,9.979762681074984,242,0
196,323,9.444058781603768,563,0
197,446,34.0893550762698,111,0
198,457,61.99824384294108,628,0
199,233,85.42099756991284,462,0
200,100,50.298976505352336,171,0
201,414,34.09159083378657,722,0
202,469,39.13890516270679,218,0
203,56,67.93104174290414,39,0
204,243,31.159001136725188,317,0
205,426,47.91494376034447,505,0
206,431,10.067010657318605,153,0
207,425,82.98930450597118,516,0
208,108,19.02704723604194,664,0
209,411,58.74140240697632,263,0
210,35,20.137890146176048,701,0
211,327,80.67833400225307,328,0
212,293,87.95804988642074,99,0
213,297,14.026094723460238,703,0
214,188,36.871482036837506,229,0
215,186,49.41707608234846,361,0
216,99,62.032836710337065,476,0
217,39,71.42767041718612,341,0
218,237,86.37254160848056,673,0
219,245,12.193818887418635,322,0
220,74,64.67207054780329,274,0
221,92,18.14375967347157,563,0
222,27,73.2956769139731,314,0
223,109,54.13856013676511,246,0
224,127,19.60204934058526,135,0
225,157,26.551536396735244,349,0
226,207,89.8541840385779,710,0
227,123,42.796893690266195,496,0
228,117,30.74745322572386,500,0
229,60,67.35400503471598,395,0
230,18,36.98413476828388,436,0
231,237,54.11395593872306,146,0
232,114,45.606444653822955,277,0
233,212,80.9807014581884,787,0
234,273,15.400385326705576,419,0
235,167,48.13769770516915,271,0
236,472,9.279409878485264,131,0
237,485,27.728454317956167,11,0
238,24,15.340775723043162,308,0
239,363,70.08670318000146,590,0
240,173,66.57316701978586,244,0
241,271,47.63641472270946,592,0
242,164,72.56230639245473,579,0
243,175,12.627662292967894,615,0
244,483,48.989944217627084,263,0
245,286,35.336585444280495,148,0
246,174,13.177492768857642,698,0
247,309,78.32329211028751,559,0
248,298,39.253768657198854,757,0
249,425,59.350723167995994,280,0
250,374,67.72246966321484,762,0
251,201,70.6327497098245,515,0
252,69,76.05950835678351,548,0
253,40,26.036500639236415,721,0
254,52,43.32009041085616,225,0
255,194,84.97060764694679,370,0
256,338,24.316004726299525,469,0
257,76,8.637012421341725,483,0
258,119,70.35939308076291,791,0
259,78,14.123443221567982,281,0
260,215,9.626695293020195,109,0
261,268,59.74155419372745,626,0
262,6,52.57385493953624,675,0
263,196,12.961388028326727,354,0
264,406,68.64235444143517,495,0
265,292,26.612055876581596,66,0
266,58,55.59721710046972,290,0
267,46,25.736001481531098,274,0
268,5,53.7120423836251,255,0
269,279,42.205308697892754,674,0
270,390,79.57086280640756,492,0
271,399,61.50327517287928,489,0
272,227,10.130037647666573,623,0
273,376,9.733555432338576,662,0
274,296,55.14093114797723,471,0
275,182,9.847177299154286,765,0
276,488,43.95008678761497,93,0
277,155,45.129635712444916,543,0
278,181,67.65325899580975,429,0
279,224,39.66366602609074,292,0
280,0,6.349258942789718,272,0
281,254,18.721398579377656,282,0
282,273,28.025366322559808,251,0
283,250,43.34833162868757,564,0
284,269,40.58180691377279,117,0
285,401,62.286440370525206,433,0
286,475,79.41645265233724,196,0
287,12,27.816968107745062,437,0
288,66,47.39974025208529,622,1
289,116,81.32118878742604,407,0
290,418,16.994509500195804,353,0
291,51,6.461582363487237,731,0
292,408,43.19463465487911,730,0
293,39,34.60926548629901,429,0
294,403,62.0969079145495,680,0
295,80,46.648074675383825,674,0
296,416,41.549537145754,74,0
297,169,58.34539868621713,181,0
298,438,66.31971453394864,83,0
299,54,82.86507109009895,633,0
300,414,60.171615165160475,492,0
301,448,51.89163839768771,596,0
302,453,15.280985073081688,221,0
303,363,75.5287080389305,81,0
304,34,88.88524599951204,5,0
305,59,53.585026122694536,170,0
306,16,60.246549764544284,439,0
307,339,23.635654234878885,190,0
308,5,31.93736775500564,759,0
309,206,42.968856119620675,92,0
310,359,39.45135923093293,300,0
311,473,47.49342787372516,511,0
312,165,52.09868650314035,231,0
313,128,25.953290988978182,787,0
314,460,46.5576843110626,163,0
315,318,38.81931596534038,375,0
316,171,88.10857963515016,382,0
317,258,43.337938958196496,572,0
318,158,52.521587176019054,394,0
319,276,61.96223752408686,304,0
320,127,86.2302210958615,676,0
321,358,71.9392791573092,404,0
322,39,12.416610741412452,180,0
323,378,39.88694348480756,280,0
324,321,57.94923540247668,112,0
325,400,18.651145438160114,320,0
326,486,83.15381949734808,173,0
327,38,57.61142149766122,756,0
328,469,55.73517710686395,81,0
329,131,70.48077516187219,29,0
330,68,79.76723868550769,187,0
331,83,29.991077250939373,657,0
332,67,50.268921434142015,768,0
333,435,12.782167149562047,254,0
334,181,74.76317250164138,8,0
335,434,11.526773007443675,695,0
